update_date,yideqihuo,wandaqihuo,sanwujiu,sanlongqihuo,shanghaidongya,shanghaidongfang,shanghaizhongqi,shanghaijiuheng,shanghaizhongxin,shanghainandou,shanghaidalu,shanghaishiyou,shanghaipumin,shanghaiyongda,shanghaizheshi,shanghailiangmao,shanghaitonglian,shanghaijincheng,shanghaijinyuan,shanghaijinpeng,dongxingqihuo,dongwuqihuo,dongfanghuijin,donghaiqihuo,donghanggongsi,donghangqihuo,dongguanhualian,dongzhengqihuo,dongyinqihuo,zhongxinjiantou,zhongxinxinji,zhongxinqihuo,zhongxinhuili,zhongyuanqihuo,zhongguozhongjin,zhongguoguoji,zhongdaqihuo,zhongtianqihuo,zhongzhouqihuo,zhongtouqihuo,zhongchengqihuo,zhongqijiahe,zhongqiqihuo,zhongdiantou,zhonghangqihuo,zhongronghuixin,zhongyanqihuo,zhongzhengqihuo,zhongguqihuo,zhongcaiqihuo,zhonghuiqihuo,zhongjinqihuo,zhonggangqihuo,zhonglvguomao,zhongyinguoji,qiankunqihuo,yunnantongye,yunchenqihuo,jingdouqihuo,xindaqihuo,beiteqihuo,xianrongqihuo,guangdaqihuo,xingyeqihuo,xingzhengqihuo,guantongqihuo,chuangyuanqihuo,beiyaqihuo,beijingzhongqi,beijingshouchuang,beifangqihuo,beifangtongye,huaxinwanda,huayuanqihuo,huachuangqihuo,huananqihuo,huaxiaqihuo,huaanqihuo,huataixing,huataiqihuo,huataizhangcheng,huahaiqihuo,hualianqihuo,huarongqihuo,huaxiqihuo,huazhengqihuo,huajinqihuo,huaxinqihuo,huawenqihuo,hualongqihuo,nanhuaqihuo,nanyueqihuo,nanzhengqihuo,jilinshiyang,jilinjinchang,tongxinjiuheng,herongqihuo,sichuantianyuan,guoxinqihuo,guoyuanantai,guoyuanqihuo,guoyuanhaiqin,guofuqihuo,guotouanxin,guotouqihuo,guominqihuo,guotaijunan,guohailiangshi,guolianqihuo,guomaoqihuo,guodouqihuo,guojinqihuo,guojiqihuo,dayeyouse,dahuaqihuo,dadeqihuo,dayouqihuo,dayueqihuo,dalianbeifang,dalianliangyun,datongqihuo,tianfuqihuo,tianchengqihuo,tianjinjingu,tianqiqihuo,tianfengqihuo,tianhongqihuo,ningboshanli,anxinqihuo,anhuihuawu,anliangqihuo,hongyuanqihuo,baolihua,baochengqihuo,shidaqihuo,shandongquanxin,shandongqilu,shanxisanli,shanjinqihuo,pinganqihuo,guangdongnanjin,guangfaqihuo,guangzhouqihuo,guangchengqihuo,guangyongqihuo,jianxinqihuo,jianzhengqihuo,hongyeqihuo,hongxinqihuo,deshengqihuo,huishangqihuo,hengtaiqihuo,chengdoubeite,zhaoshangqihuo,zhaojinqihuo,mogendatong,wenfengqihuo,xinjiye,xintianqihuo,xinchengqihuo,xinhuqihuo,xinjiyuan,fangzhengzhongqi,fangzhengqihuo,wuxiguolian,shidaiqihuo,chengxinqihuo,gelindahua,gelinqihuo,zhengxinqihuo,yonganqihuo,huixinqihuo,jiangnanqihuo,jianghaihuixin,jiangsudonghua,jiangsuhongye,jiangsuwenfeng,jiangsusuwu,jiangxiruiqi,henanwanda,jintouqihuo,zheshangqihuo,zhexinshiji,zhejiangzhongda,zhejiangdade,zhejiangdayue,zhejiangtiande,zhejiangtianma,zhejiangxinhua,zhejiangyongan,zhejiangliangshi,zhejiangjinda,zhejiangjindi,pufagongsi,hainanxinghai,haifuqihuo,haihangdongyin,haizhengqihuo,haitongqihuo,shenzhenjinhui,shenzhenjinniu,hunduntiancheng,bohaiqihuo,hubeijinlong,hunandayou,hunantaiyang,xiangcaiqinian,yantaizhongzhou,zhujiangqihuo,ruidaqihuo,ruilongqihuo,gansulongda,shenwanqihuo,shengdaqihuo,shenhuaqihuo,funengqihuo,kexinqihuo,diyichuangye,zijinkuangye,hongtaqihuo,meierya,wuhuhengxin,suzhouzhongchen,yingdaqihuo,xinanqihuo,xibuqihuo,xiangyuqihuo,caifuqihuo,caidaqihuo,liaoningzhongqi,maikeqihuo,tonghuiqihuo,daotongqihuo,zhongqingxianrong,zhongqinggangjiu,jinxinqihuo,jinyuanqihuo,jinchuangli,jinyouqihuo,jinchuanjituan,jinchangqihuo,jinshiqihuo,jinguqihuo,jinpengqihuo,xinguolian,xindetouzi,tongguanjinyuan,yinjianqihuo,yinheqihuo,jintaiqihuo,zhangchengweiye,zhangjiangqihuo,jichengli,jichengqihuo,qingtongxia,lunengjinsui,luzhengqihuo,honghaiqihuo,dingxinqihuo,close
2009-07-28,-236.0,0.0,0.0,0.0,47.0,0.0,-123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-266.0,0.0,-116.0,0.0,0.0,45.0,0.0,-15.0,0.0,-34.0,0.0,-3985.0,0.0,103.0,2051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,0.0,-57.0,-79.0,0.0,0.0,0.0,-267.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,20.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,-1.0,0.0,0.0,1304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,0.0,0.0,0.0,0.0,0.0,0.0,-207.0,0.0,-44.0,0.0,0.0,0.0,-66.0,0.0,0.0,0.0,1526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,-8.0,0.0,0.0,-53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-225.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,466.0,552.0,42.0,0.0,304.0,0.0,-1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-222.0,-32.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,1
2009-07-29,-92.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1497.0,0.0,0.0,2737.0,0.0,-640.0,0.0,-4.0,0.0,2956.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-215.0,93.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,11.0,0.0,0.0,-770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.0,1675.0,0.0,0.0,0.0,0.0,0.0,0.0,-854.0,1764.0,565.0,24.0,0.0,145.0,-988.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,-9.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,0.0,-1106.0,0.0,40.0,0.0,0.0,0.0,-49.0,0.0,0.0,-1
2009-07-30,31.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,854.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,-963.0,0.0,0.0,755.0,0.0,116.0,0.0,11.0,0.0,-2890.0,0.0,910.0,-54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,0.0,0.0,0.0,20.0,108.0,0.0,0.0,0.0,-1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,2.0,0.0,0.0,2.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1574.0,0.0,0.0,78.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.0,1298.0,33.0,0.0,92.0,495.0,-1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-211.0,408.0,0.0,0.0,0.0,0.0,-96.0,0.0,0.0,0.0,103.0,-239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.0,0.0,-48.0,0.0,481.0,0.0,0.0,0.0,13.0,0.0,0.0,-1
2009-07-31,-47.0,0.0,604.0,0.0,3038.0,0.0,-54.0,0.0,0.0,0.0,1014.0,0.0,0.0,0.0,0.0,0.0,-114.0,0.0,258.0,0.0,0.0,-2905.0,0.0,-4.0,0.0,-7.0,0.0,-713.0,0.0,701.0,2789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-151.0,0.0,0.0,0.0,-825.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-11.0,0.0,0.0,-360.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,-288.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-626.0,0.0,-96.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,-1374.0,63.0,0.0,-432.0,213.0,-183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-315.0,-381.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,-174.0,-261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,-310.0,0.0,36.0,0.0,0.0,0.0,381.0,0.0,0.0,1
2009-08-03,-734.0,0.0,0.0,0.0,753.0,0.0,-1068.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,-112.0,0.0,-652.0,0.0,0.0,218.0,0.0,-116.0,0.0,-125.0,0.0,-381.0,0.0,89.0,1926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0,571.0,0.0,0.0,0.0,0.0,-553.0,285.0,0.0,0.0,0.0,-955.0,0.0,0.0,0.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-836.0,0.0,0.0,0.0,0.0,0.0,0.0,-699.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.0,-793.0,0.0,0.0,0.0,0.0,0.0,0.0,-787.0,-826.0,-37.0,0.0,0.0,341.0,0.0,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.0,-615.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,-157.0,0.0,256.0,0.0,0.0,0.0,-74.0,0.0,0.0,1
2009-08-04,-68.0,0.0,0.0,0.0,-345.0,0.0,-490.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-344.0,0.0,-228.0,0.0,0.0,-206.0,0.0,-284.0,0.0,-23.0,0.0,-517.0,0.0,262.0,1416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.0,-41.0,0.0,0.0,0.0,2058.0,0.0,0.0,0.0,0.0,-63.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,3.0,0.0,0.0,-200.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.0,0.0,1547.0,0.0,31.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1027.0,-258.0,-732.0,0.0,0.0,-365.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,27.0,0.0,0.0,0.0,0.0,-23.0,0.0,0.0,0.0,228.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,-575.0,0.0,334.0,0.0,98.0,0.0,0.0,0.0,-890.0,0.0,0.0,1
2009-08-05,-650.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,-1158.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,-380.0,0.0,0.0,-105.0,0.0,44.0,0.0,74.0,0.0,2236.0,0.0,-3.0,-1727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.0,0.0,0.0,0.0,0.0,-47.0,33.0,0.0,0.0,0.0,3708.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,2051.0,35.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-202.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1788.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.0,-328.0,0.0,0.0,0.0,0.0,0.0,0.0,-712.0,1987.0,1078.0,212.0,0.0,0.0,-72.0,1514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,-17.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,580.0,0.0,-33.0,0.0,16.0,0.0,0.0,0.0,236.0,0.0,0.0,1
2009-08-06,-129.0,0.0,0.0,0.0,3362.0,0.0,-270.0,-35.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,-25.0,0.0,0.0,155.0,0.0,76.0,0.0,10.0,0.0,-1913.0,0.0,972.0,2389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,-479.0,8.0,0.0,0.0,0.0,-231.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-170.0,0.0,1278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,7.0,0.0,0.0,-8.0,-800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-196.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1321.0,993.0,-151.0,0.0,988.0,0.0,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-473.0,-44.0,0.0,0.0,0.0,0.0,-55.0,0.0,0.0,0.0,-135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,-294.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-370.0,0.0,20.0,0.0,-1.0,0.0,0.0,0.0,374.0,0.0,0.0,1
2009-08-07,-76.0,0.0,0.0,0.0,0.0,0.0,494.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,153.0,0.0,0.0,3789.0,0.0,402.0,0.0,-42.0,0.0,-67.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.0,0.0,-123.0,0.0,0.0,0.0,0.0,566.0,168.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,0.0,0.0,-2.0,0.0,0.0,543.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,0.0,2070.0,0.0,140.0,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-627.0,0.0,0.0,-161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,2128.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,-119.0,2135.0,187.0,0.0,-723.0,-437.0,-1813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,-113.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,10.0,0.0,-7.0,0.0,12.0,0.0,0.0,0.0,-64.0,0.0,0.0,-1
2009-08-10,45.0,0.0,0.0,0.0,3595.0,0.0,-399.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,147.0,0.0,0.0,-1981.0,0.0,-55.0,0.0,0.0,0.0,397.0,0.0,1145.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0,0.0,0.0,0.0,0.0,-321.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,-7.0,0.0,0.0,465.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,994.0,0.0,-4.0,-217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.0,-3484.0,0.0,0.0,0.0,0.0,0.0,0.0,2884.0,2115.0,-8679.0,196.0,0.0,0.0,433.0,-296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-213.0,-61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-153.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,22.0,0.0,1608.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1
