,update_date,trade_signal,daily_return,company_name
730,2008-04-23,0.0,0.0,永安期货
731,2008-04-24,0.0,0.0,永安期货
732,2008-04-25,0.0,0.0,永安期货
733,2008-04-28,0.0,0.0,永安期货
734,2008-04-29,0.0,0.0,永安期货
735,2008-04-30,0.0,0.0,永安期货
736,2008-05-05,0.0,0.0,永安期货
737,2008-05-06,0.0,0.0,永安期货
738,2008-05-07,0.0,0.0,永安期货
739,2008-05-08,0.0,0.0,永安期货
740,2008-05-09,0.0,0.0,永安期货
741,2008-05-12,0.0,0.0,永安期货
742,2008-05-13,0.0,0.0,永安期货
743,2008-05-14,0.0,0.0,永安期货
744,2008-05-15,0.0,0.0,永安期货
745,2008-05-16,0.0,0.0,永安期货
746,2008-05-19,0.0,0.0,永安期货
747,2008-05-20,0.0,0.0,永安期货
748,2008-05-21,0.0,0.0,永安期货
749,2008-05-22,0.0,0.0,永安期货
750,2008-05-23,0.0,0.0,永安期货
751,2008-05-26,0.0,0.0,永安期货
752,2008-05-27,0.0,0.0,永安期货
753,2008-05-28,0.0,0.0,永安期货
754,2008-05-29,0.0,0.0,永安期货
755,2008-05-30,0.0,0.0,永安期货
756,2008-06-02,0.0,0.0,永安期货
757,2008-06-03,0.0,0.0,永安期货
758,2008-06-04,0.0,0.0,永安期货
759,2008-06-05,0.0,0.0,永安期货
760,2008-06-06,0.0,0.0,永安期货
761,2008-06-10,0.0,0.0,永安期货
762,2008-06-11,0.0,0.0,永安期货
763,2008-06-12,0.0,0.0,永安期货
764,2008-06-13,0.0,0.0,永安期货
765,2008-06-16,0.0,0.0,永安期货
766,2008-06-17,0.0,0.0,永安期货
767,2008-06-18,0.0,0.0,永安期货
768,2008-06-19,0.0,0.0,永安期货
769,2008-06-20,0.0,0.0,永安期货
770,2008-06-23,0.0,0.0,永安期货
771,2008-06-24,0.0,0.0,永安期货
772,2008-06-25,0.0,0.0,永安期货
773,2008-06-26,0.0,0.0,永安期货
774,2008-06-27,0.0,0.0,永安期货
775,2008-06-30,0.0,0.0,永安期货
776,2008-07-01,0.0,0.0,永安期货
777,2008-07-02,0.0,0.0,永安期货
778,2008-07-03,0.0,0.0,永安期货
779,2008-07-04,0.0,0.0,永安期货
780,2008-07-07,0.0,0.0,永安期货
781,2008-07-08,0.0,0.0,永安期货
782,2008-07-09,0.0,0.0,永安期货
783,2008-07-10,0.0,0.0,永安期货
784,2008-07-11,0.0,0.0,永安期货
785,2008-07-14,0.0,0.0,永安期货
786,2008-07-15,0.0,0.0,永安期货
787,2008-07-16,0.0,0.0,永安期货
788,2008-07-17,0.0,0.0,永安期货
789,2008-07-18,0.0,0.0,永安期货
790,2008-07-21,0.0,0.0,永安期货
791,2008-07-22,0.0,0.0,永安期货
792,2008-07-23,0.0,0.0,永安期货
793,2008-07-24,0.0,0.0,永安期货
794,2008-07-25,0.0,0.0,永安期货
795,2008-07-28,0.0,0.0,永安期货
796,2008-07-29,0.0,0.0,永安期货
797,2008-07-30,0.0,0.0,永安期货
798,2008-07-31,0.0,0.0,永安期货
799,2008-08-01,0.0,0.0,永安期货
800,2008-08-04,0.0,0.0,永安期货
801,2008-08-05,0.0,0.0,永安期货
802,2008-08-06,0.0,0.0,永安期货
803,2008-08-07,0.0,0.0,永安期货
804,2008-08-08,0.0,0.0,永安期货
805,2008-08-11,0.0,0.0,永安期货
806,2008-08-12,0.0,0.0,永安期货
807,2008-08-13,0.0,0.0,永安期货
808,2008-08-14,0.0,0.0,永安期货
809,2008-08-15,0.0,0.0,永安期货
810,2008-08-18,0.0,0.0,永安期货
811,2008-08-19,0.0,0.0,永安期货
812,2008-08-20,0.0,0.0,永安期货
813,2008-08-21,0.0,0.0,永安期货
814,2008-08-22,0.0,0.0,永安期货
815,2008-08-25,0.0,0.0,永安期货
816,2008-08-26,0.0,0.0,永安期货
817,2008-08-27,0.0,0.0,永安期货
818,2008-08-28,0.0,0.0,永安期货
819,2008-08-29,0.0,0.0,永安期货
820,2008-09-01,0.0,0.0,永安期货
821,2008-09-02,0.0,0.0,永安期货
822,2008-09-03,0.0,0.0,永安期货
823,2008-09-04,0.0,0.0,永安期货
824,2008-09-05,0.0,0.0,永安期货
825,2008-09-08,0.0,0.0,永安期货
826,2008-09-09,0.0,0.0,永安期货
827,2008-09-10,0.0,0.0,永安期货
828,2008-09-11,0.0,0.0,永安期货
829,2008-09-12,0.0,0.0,永安期货
830,2008-09-16,0.0,0.0,永安期货
831,2008-09-17,0.0,0.0,永安期货
832,2008-09-18,0.0,0.0,永安期货
833,2008-09-19,0.0,0.0,永安期货
834,2008-09-22,0.0,0.0,永安期货
835,2008-09-23,0.0,0.0,永安期货
836,2008-09-24,0.0,0.0,永安期货
837,2008-09-25,0.0,0.0,永安期货
838,2008-09-26,0.0,0.0,永安期货
839,2008-10-06,0.0,0.0,永安期货
840,2008-10-07,0.0,0.0,永安期货
841,2008-10-08,0.0,0.0,永安期货
842,2008-10-09,0.0,0.0,永安期货
843,2008-10-10,0.0,0.0,永安期货
844,2008-10-13,0.0,0.0,永安期货
845,2008-10-14,0.0,0.0,永安期货
846,2008-10-15,0.0,0.0,永安期货
847,2008-10-16,0.0,0.0,永安期货
848,2008-10-17,0.0,0.0,永安期货
849,2008-10-20,0.0,0.0,永安期货
850,2008-10-21,0.0,0.0,永安期货
851,2008-10-22,0.0,0.0,永安期货
852,2008-10-23,0.0,0.0,永安期货
853,2008-10-24,0.0,0.0,永安期货
854,2008-10-27,0.0,0.0,永安期货
855,2008-10-28,0.0,0.0,永安期货
856,2008-10-29,0.0,0.0,永安期货
857,2008-10-30,0.0,0.0,永安期货
858,2008-10-31,0.0,0.0,永安期货
859,2008-11-03,0.0,0.0,永安期货
860,2008-11-04,0.0,0.0,永安期货
861,2008-11-05,0.0,0.0,永安期货
862,2008-11-06,0.0,0.0,永安期货
863,2008-11-07,0.0,0.0,永安期货
864,2008-11-10,0.0,0.0,永安期货
865,2008-11-11,0.0,0.0,永安期货
866,2008-11-12,0.0,0.0,永安期货
867,2008-11-13,0.0,0.0,永安期货
868,2008-11-14,0.0,0.0,永安期货
869,2008-11-17,0.0,0.0,永安期货
870,2008-11-18,0.0,0.0,永安期货
871,2008-11-19,0.0,0.0,永安期货
872,2008-11-20,0.0,0.0,永安期货
873,2008-11-21,0.0,0.0,永安期货
874,2008-11-24,0.0,0.0,永安期货
875,2008-11-25,0.0,0.0,永安期货
876,2008-11-26,0.0,0.0,永安期货
877,2008-11-27,0.0,0.0,永安期货
878,2008-11-28,0.0,0.0,永安期货
879,2008-12-01,0.0,0.0,永安期货
880,2008-12-02,0.0,0.0,永安期货
881,2008-12-03,0.0,0.0,永安期货
882,2008-12-04,0.0,0.0,永安期货
883,2008-12-05,0.0,0.0,永安期货
884,2008-12-08,0.0,0.0,永安期货
885,2008-12-09,0.0,0.0,永安期货
886,2008-12-10,0.0,0.0,永安期货
887,2008-12-11,0.0,0.0,永安期货
888,2008-12-12,0.0,0.0,永安期货
889,2008-12-15,0.0,0.0,永安期货
890,2008-12-16,0.0,0.0,永安期货
891,2008-12-17,0.0,0.0,永安期货
892,2008-12-18,0.0,0.0,永安期货
893,2008-12-19,0.0,0.0,永安期货
894,2008-12-22,0.0,0.0,永安期货
895,2008-12-23,0.0,0.0,永安期货
896,2008-12-24,0.0,0.0,永安期货
897,2008-12-25,0.0,0.0,永安期货
898,2008-12-26,0.0,0.0,永安期货
899,2008-12-29,0.0,0.0,永安期货
900,2008-12-30,0.0,0.0,永安期货
901,2008-12-31,0.0,0.0,永安期货
902,2009-01-05,0.0,0.0,永安期货
903,2009-01-06,0.0,0.0,永安期货
904,2009-01-07,0.0,0.0,永安期货
905,2009-01-08,0.0,0.0,永安期货
906,2009-01-09,0.0,0.0,永安期货
907,2009-01-12,0.0,0.0,永安期货
908,2009-01-13,0.0,0.0,永安期货
909,2009-01-14,0.0,0.0,永安期货
910,2009-01-15,0.0,0.0,永安期货
911,2009-01-16,0.0,0.0,永安期货
912,2009-01-19,0.0,0.0,永安期货
913,2009-01-20,0.0,0.0,永安期货
914,2009-01-21,0.0,0.0,永安期货
915,2009-01-22,0.0,0.0,永安期货
916,2009-01-23,0.0,0.0,永安期货
917,2009-02-02,0.0,0.0,永安期货
918,2009-02-03,0.0,0.0,永安期货
919,2009-02-04,0.0,0.0,永安期货
920,2009-02-05,0.0,0.0,永安期货
921,2009-02-06,0.0,0.0,永安期货
922,2009-02-09,0.0,0.0,永安期货
923,2009-02-10,0.0,0.0,永安期货
924,2009-02-11,0.0,0.0,永安期货
925,2009-02-12,0.0,0.0,永安期货
926,2009-02-13,0.0,0.0,永安期货
927,2009-02-16,0.0,0.0,永安期货
928,2009-02-17,0.0,0.0,永安期货
929,2009-02-18,0.0,0.0,永安期货
930,2009-02-19,0.0,0.0,永安期货
931,2009-02-20,0.0,0.0,永安期货
932,2009-02-23,0.0,0.0,永安期货
933,2009-02-24,0.0,0.0,永安期货
934,2009-02-25,0.0,0.0,永安期货
935,2009-02-26,0.0,0.0,永安期货
936,2009-02-27,0.0,0.0,永安期货
937,2009-03-02,0.0,0.0,永安期货
938,2009-03-03,0.0,0.0,永安期货
939,2009-03-04,0.0,0.0,永安期货
940,2009-03-05,0.0,0.0,永安期货
941,2009-03-06,0.0,0.0,永安期货
942,2009-03-09,0.0,0.0,永安期货
943,2009-03-10,0.0,0.0,永安期货
944,2009-03-11,0.0,0.0,永安期货
945,2009-03-12,0.0,0.0,永安期货
946,2009-03-13,0.0,0.0,永安期货
947,2009-03-16,0.0,0.0,永安期货
948,2009-03-17,0.0,0.0,永安期货
949,2009-03-18,0.0,0.0,永安期货
950,2009-03-19,0.0,0.0,永安期货
951,2009-03-20,0.0,0.0,永安期货
952,2009-03-23,0.0,0.0,永安期货
953,2009-03-24,0.0,0.0,永安期货
954,2009-03-25,0.0,0.0,永安期货
955,2009-03-26,0.0,0.0,永安期货
956,2009-03-27,0.0,0.0,永安期货
957,2009-03-30,0.0,0.0,永安期货
958,2009-03-31,0.0,0.0,永安期货
959,2009-04-01,0.0,0.0,永安期货
960,2009-04-02,0.0,0.0,永安期货
961,2009-04-03,0.0,0.0,永安期货
962,2009-04-07,0.0,0.0,永安期货
963,2009-04-08,0.0,0.0,永安期货
964,2009-04-09,0.0,0.0,永安期货
965,2009-04-10,0.0,0.0,永安期货
966,2009-04-13,0.0,0.0,永安期货
967,2009-04-14,0.0,0.0,永安期货
968,2009-04-15,0.0,0.0,永安期货
969,2009-04-16,0.0,0.0,永安期货
970,2009-04-17,0.0,0.0,永安期货
971,2009-04-20,0.0,0.0,永安期货
972,2009-04-21,0.0,0.0,永安期货
973,2009-04-22,0.0,0.0,永安期货
974,2009-04-23,0.0,0.0,永安期货
975,2009-04-24,0.0,0.0,永安期货
976,2009-04-27,0.0,0.0,永安期货
977,2009-04-28,0.0,0.0,永安期货
978,2009-04-29,0.0,0.0,永安期货
979,2009-04-30,0.0,0.0,永安期货
980,2009-05-04,0.0,0.0,永安期货
981,2009-05-05,0.0,0.0,永安期货
982,2009-05-06,0.0,0.0,永安期货
983,2009-05-07,0.0,0.0,永安期货
984,2009-05-08,0.0,0.0,永安期货
985,2009-05-11,0.0,0.0,永安期货
986,2009-05-12,0.0,0.0,永安期货
987,2009-05-13,0.0,0.0,永安期货
988,2009-05-14,0.0,0.0,永安期货
989,2009-05-15,0.0,0.0,永安期货
990,2009-05-18,0.0,0.0,永安期货
991,2009-05-19,0.0,0.0,永安期货
992,2009-05-20,0.0,0.0,永安期货
993,2009-05-21,0.0,0.0,永安期货
994,2009-05-22,0.0,0.0,永安期货
995,2009-05-25,0.0,0.0,永安期货
996,2009-05-26,0.0,0.0,永安期货
997,2009-05-27,0.0,0.0,永安期货
998,2009-06-01,0.0,0.0,永安期货
999,2009-06-02,0.0,0.0,永安期货
1000,2009-06-03,0.0,0.0,永安期货
1001,2009-06-04,0.0,0.0,永安期货
1002,2009-06-05,0.0,0.0,永安期货
1003,2009-06-08,0.0,0.0,永安期货
1004,2009-06-09,0.0,0.0,永安期货
1005,2009-06-10,0.0,0.0,永安期货
1006,2009-06-11,0.0,0.0,永安期货
1007,2009-06-12,0.0,0.0,永安期货
1008,2009-06-15,0.0,0.0,永安期货
1009,2009-06-16,0.0,0.0,永安期货
1010,2009-06-17,0.0,0.0,永安期货
1011,2009-06-18,0.0,0.0,永安期货
1012,2009-06-19,0.0,0.0,永安期货
1013,2009-06-22,0.0,0.0,永安期货
1014,2009-06-23,0.0,0.0,永安期货
1015,2009-06-24,0.0,0.0,永安期货
1016,2009-06-25,0.0,0.0,永安期货
1017,2009-06-26,0.0,0.0,永安期货
1018,2009-06-29,0.0,0.0,永安期货
1019,2009-06-30,0.0,0.0,永安期货
1020,2009-07-01,0.0,0.0,永安期货
1021,2009-07-02,0.0,0.0,永安期货
1022,2009-07-03,0.0,0.0,永安期货
1023,2009-07-06,0.0,0.0,永安期货
1024,2009-07-07,0.0,0.0,永安期货
1025,2009-07-08,0.0,0.0,永安期货
1026,2009-07-09,0.0,0.0,永安期货
1027,2009-07-10,0.0,0.0,永安期货
1028,2009-07-13,0.0,0.0,永安期货
1029,2009-07-14,0.0,0.0,永安期货
1030,2009-07-15,0.0,0.0,永安期货
1031,2009-07-16,0.0,0.0,永安期货
1032,2009-07-17,0.0,0.0,永安期货
1033,2009-07-20,0.0,0.0,永安期货
1034,2009-07-21,0.0,0.0,永安期货
1035,2009-07-22,0.0,0.0,永安期货
1036,2009-07-23,0.0,0.0,永安期货
1037,2009-07-24,0.0,0.0,永安期货
1038,2009-07-27,0.0,0.0,永安期货
1039,2009-07-28,0.0,0.0,永安期货
1040,2009-07-29,0.0,0.0,永安期货
1041,2009-07-30,0.0,0.0,永安期货
1042,2009-07-31,0.0,0.0,永安期货
1043,2009-08-03,0.0,0.0,永安期货
1044,2009-08-04,0.0,0.0,永安期货
1045,2009-08-05,0.0,0.0,永安期货
1046,2009-08-06,0.0,0.0,永安期货
1047,2009-08-07,0.0,0.0,永安期货
1048,2009-08-10,0.0,0.0,永安期货
1049,2009-08-11,0.0,0.0,永安期货
1050,2009-08-12,0.0,0.0,永安期货
1051,2009-08-13,0.0,0.0,永安期货
1052,2009-08-14,0.0,0.0,永安期货
1053,2009-08-17,0.0,0.0,永安期货
1054,2009-08-18,0.0,0.0,永安期货
1055,2009-08-19,0.0,0.0,永安期货
1056,2009-08-20,0.0,0.0,永安期货
1057,2009-08-21,0.0,0.0,永安期货
1058,2009-08-24,0.0,0.0,永安期货
1059,2009-08-25,0.0,0.0,永安期货
1060,2009-08-26,0.0,0.0,永安期货
1061,2009-08-27,0.0,0.0,永安期货
1062,2009-08-28,0.0,0.0,永安期货
1063,2009-08-31,0.0,0.0,永安期货
1064,2009-09-01,0.0,0.0,永安期货
1065,2009-09-02,0.0,0.0,永安期货
1066,2009-09-03,0.0,0.0,永安期货
1067,2009-09-04,0.0,0.0,永安期货
1068,2009-09-07,0.0,0.0,永安期货
1069,2009-09-08,0.0,0.0,永安期货
1070,2009-09-09,0.0,0.0,永安期货
1071,2009-09-10,0.0,0.0,永安期货
1072,2009-09-11,0.0,0.0,永安期货
1073,2009-09-14,0.0,0.0,永安期货
1074,2009-09-15,0.0,0.0,永安期货
1075,2009-09-16,0.0,0.0,永安期货
1076,2009-09-17,0.0,0.0,永安期货
1077,2009-09-18,0.0,0.0,永安期货
1078,2009-09-21,0.0,0.0,永安期货
1079,2009-09-22,0.0,0.0,永安期货
1080,2009-09-23,0.0,0.0,永安期货
1081,2009-09-24,0.0,0.0,永安期货
1082,2009-09-25,0.0,0.0,永安期货
1083,2009-09-28,0.0,0.0,永安期货
1084,2009-09-29,0.0,0.0,永安期货
1085,2009-09-30,0.0,0.0,永安期货
1086,2009-10-09,0.0,0.0,永安期货
1087,2009-10-12,0.0,0.0,永安期货
1088,2009-10-13,0.0,0.0,永安期货
1089,2009-10-14,0.0,0.0,永安期货
1090,2009-10-15,0.0,0.0,永安期货
1091,2009-10-16,0.0,0.0,永安期货
1092,2009-10-19,0.0,0.0,永安期货
1093,2009-10-20,0.0,0.0,永安期货
1094,2009-10-21,0.0,0.0,永安期货
1095,2009-10-22,0.0,0.0,永安期货
