page_number,url,title,article
1,https://www.cars.com/articles/2017-bmw-x5-recall-alert-1420694676241/,2017 BMW X5: Recall Alert,"
CARS.COM

Vehicles Affected: Approximately 36 model-year 2017 BMW X5 sDrive35i, xDrive35i, xDrive50i, xDrive35d and xDrive40e luxury SUVs

The Problem: The passenger frontal airbag modules use certain airbag inflators that may not vent properly in a crash necessitating passenger frontal airbag deployment. This could cause the inflator to rupture and propel metal fragments into the cabin, striking occupants and causing serious injury or death.

	Despite the similarity, this issue is unrelated to the massive ongoing safety crisis involving airbag inflators manufactured by Japan's Takata Corp., a BMW spokesman confirmed to Cars.com.

The Fix: Dealers will replace the airbag modules for free.

What Owners Should Do: BMW began notifying owners on March 20. Owners can call the automaker at 800-525-7417, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or visit www.safercar.gov to check their vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
1,https://www.cars.com/articles/2016-another-record-year-for-recalls-1420694432785/,2016 Another Record Year for Recalls,"
CARS.COM ü How many recalls were there in 2016? The answer may surprise you, but that it's a record probably won't. The Department of Transportation said today that automakers initiated 927 separate recalls in 2016 affecting 53.2 million vehicles. That's an all-time high and the third year in a row that recalls reached a new high.

Related: Recall Basics: Everything You Need to Know

	If you've read past recall totals, 53.2 million may sound like a curiously small number. After all, the New York Times estimated in early 2015 that the industry recalled 62 million cars in 2014 ü a larger total than 2016. What gives? Simply put, counting recalls is subject to revisions. Recall notices issued is one number; recalled cars are another.

	Some cars are recalled multiple times for different problems or even the same problem; other recalls are phased in by geographic region or even particular groups within a given model year. The numbers fluctuate ü nowhere more apparent than with Takata's expanding airbag-inflator recalls. s. Early totals had Takata's recall affecting as many as 1 in 4 cars on U.S. roads. As of early 2017, the (growing) total stands at about 1 in 9.
"
1,https://www.cars.com/articles/2012-nissan-versa-recall-alert-1420694437012/,2012 Nissan Versa: Recall Alert,"
CARS.COM

Vehicles Affected: Approximately 55,000 model-year 2012 Nissan Versa cars

The Problem: Degradation of the side impact sensor connector pins may cause the curtain and seat-mounted airbags to deploy unexpectedly if the door is slammed, increasing the risk of injury.

The Fix: Dealers will install a new jumper harness and replace the side impact satellite sensors for free.

What Owners Should Do: Nissan did not immediately announce an owner-notification schedule. Owners can call the automaker at 800-647-7261, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or visit www.safercar.gov to check their vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
1,https://www.cars.com/articles/2017-ford-mustang-recall-alert-1420694489508/,2017 Ford Mustang: Recall Alert,"
CARS.COM

Vehicles Affected: Approximately 5,500 model-year 2017 Ford Mustang sports coupes manufactured between Jan. 13 and Jan. 31, 2017, at the Flat Rock Assembly Plant in Michigan

The Problem: The driver-side interior door handle may have been built with an improperly oriented return spring, increasing the potential for the spring to become unseated. This could cause the inertial loads experienced by the interior door handle to allow the door to unlatch during a side-impact crash, increasing the risk of injury. Ford said it is not aware of any accidents or injuries associated with this issue.

The Fix: Dealers will inspect the spring in the driver-side interior door handle on the driver side and service the vehicle, as necessary, for free.

What Owners Should Do: Ford did not immediately announce an owner-notification schedule. Owners can call the automaker at 866-436-7332 for more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
1,https://www.cars.com/articles/2011-2014-hyundai-sonata-2011-2015-sonata-hybrid-recall-alert-1420694499756/,"2011-2014 Hyundai Sonata, 2011-2015 Sonata Hybrid: Recall Alert","
CARS.COM

Vehicles Affected: Approximately 980,000 model-year 2011-14 Hyundai Sonata sedans and model-year 2011-15 Sonata Hybrids

The Problem: The seat belt linkages for both front seat belts may detach from the seat belt anchor pretensioners, increasing the risk of injury in a crash.

The Fix: Dealers will inspect the connection between the seat belt linkages and the seat belt anchor pretensioners, repairing them, as necessary, for free.

What Owners Should Do: Hyundai will begin notifying owners on April 7. Owners can call the automaker at 855-371-9460, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or visit www.safercar.gov to check their vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
1,https://www.cars.com/articles/2007-2010-volkswagen-touareg-recall-alert-1420694514551/,2007-2010 Volkswagen Touareg: Recall Alert,
1,https://www.cars.com/articles/2017-audi-a5-cabriolet-s5-cabriolet-recall-alert-1420694514596/,"2017 Audi A5 Cabriolet, S5 Cabriolet: Recall Alert",
1,https://www.cars.com/articles/2017-kia-niro-recall-alert-1420694564769/,2017 Kia Niro: Recall Alert,"
CARS.COM

Vehicles Affected: Approximately 135 model-year 2017 Kia Niro SUVs

The Problem: A damaged motor-driving power-steering connector could result in a loss of electric power steering assistance, requiring greater steering effort by the driver, especially at lower speeds, increasing the risk of a crash.

The Fix: Dealers will replace the motor-driving power-steering connector motor for free.

What Owners Should Do: Kia will begin notifying owners April 7. Owners can call the automaker at 800-333-4542, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov to check their vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
1,https://www.cars.com/articles/2017-maserati-levante-recall-alert-1420694582206/,2017 Maserati Levante: Recall Alert,"
CARS.COM

Vehicles Affected: Approximately 3,300 model-year 2017 Maserati Levante SUVs

The Problem: Due to an engine software problem, at slow speeds such as in stop-and-go traffic, the transmission may unexpectedly shift into neutral or the engine may shut off without warning, increasing the risk of a crash.

The Fix: Dealers will update the engine control module software for free.

What Owners Should Do: Maserati will begin notifying owners on March 31. Owners can call the automaker at 201-510-2369,the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or visit www.safercar.gov to check their vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
1,https://www.cars.com/articles/2017-subaru-impreza-recall-alert-1420694417390/,2017 Subaru Impreza: Recall Alert,"
CARS.COM

Vehicles Affected: Approximately 26,000 model-year 2017 Subaru Impreza sedans

The Problem: The backup camera display may not work properly, possibly reducing the driver's view of what's behind the car and increasing the risk of a crash.

The Fix: Dealers will update the infotainment software for free.

What Owners Should Do: Subaru will begin notifying owners on March 20. Owners can call the automaker at 800-782-2783, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or visit www.safercar.gov to check their vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
2,https://www.cars.com/articles/2017-bmw-4-series-rolls-royce-dawn-recall-alert-1420694331949/,"2017 BMW 4 Series, Rolls-Royce Dawn: Recall Alert",
2,https://www.cars.com/articles/2017-volvo-xc90-s90-v90-cross-country-recall-alert-1420694242448/,"2017 Volvo XC90, S90, V90 Cross Country: Recall Alert","
CARS.COM

Vehicles Affected: Approximately 5,500 model-year 2017 Volvo XC90 SUVs, S90 sedans and V90 Cross Country wagons

The Problem: The bolts that secure the inflatable curtain airbags in place may break, possibly resulting in the airbag deploying improperly in a crash and increasing the risk of an injury.

The Fix: Dealers will inspect and replace the bolts, as necessary, for free.

What Owners Should Do: Volvo will begin notifying owners on April 1. Owners can call the automaker at 800-458-1552, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236, or visit www.safercar.gov to check your vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
2,https://www.cars.com/articles/2016-2017-ford-edge-and-lincoln-mkx-2017-continental-recall-alert-1420694307282/,"2016-2017 Ford Edge and Lincoln MKX, 2017 Continental: Recall Alert","
CARS.COM

Vehicles Affected: Approximately 27,500 model-year 2016-17 Ford Edge SUVs manufactured between Oct. 8, 2015, and Feb. 15, 2017, at the Oakville Assembly Plant in Canada; model-year 2016-17 Lincoln MKX SUVs manufactured between Nov. 11, 2014, and Feb. 15, 2017, also at the Oakville plant; and model-year 2017 Lincoln Continental sedans manufactured between Jan. 13, 2016, and Jan. 18, 2017, at the Flat Rock Assembly Plant in Michigan

The Problem: The Takata-manufactured driver-side frontal airbag cushions installed in these vehicles may not inflate as intended. In a frontal airbag deployment, the airbag may not completely fill or the cushion may detach from the airbag module due to misalignment of components within the module, increasing the risk of an injury in a crash.

Ford, which also manufactures the Lincoln brand, said it was notified of the problem by Takata and that it is not related to the Japanese company's massive ongoing recall involving non-desiccated ammonium-nitrate airbag inflators that are subject to propellant degradation and potential rupture in a crash. The automaker said it is not aware of any accidents or injuries associated with this issue.

The Fix: Dealers will replace the driver-side frontal airbag module for free.

What Owners Should Do: Ford, which also manufactures the Lincoln brand, did not immediately announce an owner-notification schedule. Owners can call the automaker at 866-436-7332 for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
2,https://www.cars.com/articles/2017-buick-lacrosse-recall-alert-1420694333301/,2017 Buick LaCrosse: Recall Alert,
2,https://www.cars.com/articles/354000-2015-2017-mercedes-benz-cars-wagons-and-suvs-recall-alert-1420694329928/,"354,000 2015-2017 Mercedes-Benz Cars, Wagons and SUVs: Recall Alert",
2,https://www.cars.com/articles/2015-2016-porsche-macan-s-and-macan-turbo-2017-macan-gts-recall-alert-1420694408243/,"2015-2016 Porsche Macan S and Macan Turbo, 2017 Macan GTS: Recall Alert","
CARS.COM

Vehicles Affected: Approximately 18,000 model-year 2015-16 Porsche Macan S and Macan Turbo SUVs, and model-year 2017 Macan GTS SUVs

The Problem: The passenger occupant detection sensor mat may fail in the front passenger seat, deactivating the front passenger airbag. If the airbag does not deploy as intended in a crash, the front passenger has an increased risk of an injury.

The Fix: Dealers will replace the sensor mat and seat cushion for free.

What Owners Should Do: Porsche did not immediately announce an owner-notification schedule. Owners can call the automaker at 800-767-7243, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or visit www.safercar.gov to check their vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
2,https://www.cars.com/articles/2016-porsche-911-and-2017-911-718-recall-alert-1420694411890/,"2016 Porsche 911 and 2017 911, 718: Recall Alert","
CARS.COM

Vehicles Affected: Approximately 120 model-year 2016 Porsche 911 R and GT3 RS sports coupes; model-year 2017 911 Carrera, Carrera cabriolet, Carrera 4, Carrera 4S, Carrera 4S cabriolet, Carrera S, Carrera S cabriolet, Targa 4, Targa 4S, Turbo S and Turbo S cabriolet sports cars; and model-year 2017 718 Boxster, Boxster S, Cayman and Cayman S sports cars

The Problem: The passenger frontal airbag inflator initiator may fail to ignite in a crash, causing the airbag to not deploy and increasing the risk of a crash.

The Fix: Dealers will replace the affected airbags for free.

What Owners Should Do: Porsche did not immediately announce an owner-notification schedule. Owners can call the automaker at 800-767-7243, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or visit www.safercar.gov to check their vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
2,https://www.cars.com/articles/change-your-clock-and-check-your-vin-on-sunday-1420694408140/,Change Your Clock and Check Your VIN on Sunday,"
	But the effort might be even more successful if a car with open recalls would start that annoying beeping you know is coming if you don't change the smoke alarm battery.
"
2,https://www.cars.com/articles/2017-volkswagen-jetta-recall-alert-1420694415904/,2017 Volkswagen Jetta: Recall Alert,"
CARS.COM

Vehicles Affected: Approximately 5,000 model-year 2017 Volkswagen Jetta sedans

The Problem: Incorrect information on the tire label could cause the operator to overload the vehicle, affecting handling or causing tire damage and increasing the risk of a crash.

The Fix: Dealers will install a corrected tire information label for free.

What Owners Should Do: Volkswagen will begin notifying owners this month. Owners can call the automaker at 800-893-5298, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or visit www.safercar.gov to check their vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
2,https://www.cars.com/articles/2011-2014-bmw-x5-x6-recall-alert-1420694417272/,"2011-2014 BMW X5, X6: Recall Alert",
3,https://www.cars.com/articles/recall-alert-8800-2011-2012-bmw-convertibles-coupes-sedans-1420693739908/,"Recall Alert: 8,800 2011-2012 BMW Convertibles, Coupes, Sedans",
3,https://www.cars.com/articles/recall-alert-2017-volkswagen-passat-1420694109840/,Recall Alert: 2017 Volkswagen Passat,"
CARS.COM

Vehicles Affected: Approximately 1,000 model-year 2017 Volkswagen Passat sedans

The Problem: Brake fluid may leak slowly from some of the brake line connections, resulting in low brake-fluid levels, lengthening the distance needed to stop the vehicle and increasing the risk of a crash.

The Fix: Dealers will replace the affected brake lines for free.

What Owners Should Do: Volkswagen will begin notifying owners in March. Owners can call the automaker at 800-893-5298, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or visit www.safercar.gov to check their vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
3,https://www.cars.com/articles/recall-alert-2017-mercedes-benz-e-class-mercedes-amg-e43-1420694138283/,"Recall Alert: 2017 Mercedes-Benz E-Class, Mercedes-AMG E43","
CARS.COM

Vehicles Affected: Approximately 12,500 model-year 2017 Mercedes-Benz E300, E300 4Matic and Mercedes-AMG E43 luxury cars

The Problem: The front passenger occupant detection control unit may have been incorrectly installed, potentially resulting in the misclassification of the seat occupant - for example, an adult mistaken for a car seat - causing the front passenger airbag to be deactivated in a crash and increasing the risk of an injury.

The Fix: Dealers will inspect the routing of the pressure hose of the seat occupancy detection control unit, replacing the pressure hose and seat occupancy detection mat, if necessary, for free.

What Owners Should Do: Mercedes-Benz will begin notifying owners in March. Owners can call the automaker at 800-367-6372, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236, or visit www.safercar.gov to check your vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
3,https://www.cars.com/articles/recall-alert-5900-2017-mercedes-benz-mercedes-amg-suvs-1420694145150/,"Recall Alert: 5,900 2017 Mercedes-Benz, Mercedes-AMG SUVs",
3,https://www.cars.com/articles/recall-alert-2012-2017-lamborghini-aventador-1420693688524/,Recall Alert: 2012-2017 Lamborghini Aventador,"
CARS.COM

Vehicles Affected: Approximately 1,500 model-year 2012-17 Lamborghini Aventador high-performance sports cars

The Problem: In certain driving conditions, while the vehicle has a full gas tank, gasoline may contact the exhaust system; a hot exhaust system is a potential ignition source, increasing the risk of a fire.

The Fix: Dealers will upgrade the fuel tank's evaporative emissions system for free.

What Owners Should Do: Lamborghini will begin notifying owners on Feb. 24. Owners can call the automaker at 866-681-6276, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or visit www.safercar.gov to check their vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
3,https://www.cars.com/articles/recall-alert-2014-bmw-x1-1420694162673/,Recall Alert: 2014 BMW X1,
3,https://www.cars.com/articles/recall-alert-1100-2017-mercedes-benz-sedans-wagons-and-suvs-1420694162867/,"Recall Alert: 1,100 2017 Mercedes-Benz Sedans, Wagons and SUVs",
3,https://www.cars.com/articles/recall-alert-2009-2013-suzuki-grand-vitara-1420694167437/,Recall Alert: 2009-2013 Suzuki Grand Vitara,
3,https://www.cars.com/articles/recall-alert-2014-2017-dodge-charger-chrysler-300-1420694168264/,"Recall Alert: 2014-2017 Dodge Charger, Chrysler 300","
CARS.COM

Vehicles Affected: Approximately 69,000 model-year 2014-17 Dodge Charger and Chrysler 300 sedans, all equipped with all-wheel drive

The Problem: The front driveshaft bolts may loosen and allow the front driveshaft to disconnect, potentially causing a loss of motive power and increasing the risk of a crash. Dodge and Chrysler manufacturer Fiat Chrysler Automobiles said in a statement that it is unaware of any related injuries or accidents, and that an automaker review of warranty data led to an internal investigation that identified the problem.

The Fix: Dealers will replace all eight front driveshaft bolts for free.

What Owners Should Do: FCA will begin notifying owners on March 31. Owners can call the automaker at 800-853-1403, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or visit www.safercar.gov to check your vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
3,https://www.cars.com/articles/recall-alert-2014-2017-bmw-i3-1420694156709/,Recall Alert: 2014-2017 BMW i3,"
CARS.COM

Vehicles Affected: Approximately 19,000 model-year 2014-17 BMW i3 REx hybrid hatchbacks

The Problem: The fuel-tank vent line may rub against the ribbed wire protection sleeve of the battery-positive cable, creating a hole in the vent line and causing a fuel vapor leak. In the presence of an ignition source, this can increase the risk of a fire.

The Fix: Dealers will inspect the fuel vent line and replace it, as necessary, for free.

What Owners Should Do: BMW will begin notifying owners on April 3. Owners can call the automaker at 800-525-7417, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or visit www.safercar.gov to check your vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
4,https://www.cars.com/articles/recall-alert-2016-2017-chevrolet-suburban-1420693306667/,Recall Alert: 2016-2017 Chevrolet Suburban,"
CARS.COM

Vehicles Affected: Approximately 200 model-year 2016-17 Chevrolet Suburban SUVs

The Problem: The vehicles were assembled with a convex right-hand side mirror instead of a non-convex (flat) mirror, which could cause the driver to misjudge the distance of other vehicles and increase the risk of a crash.

The Fix: Dealers will replace the convex mirror with a non-convex mirror and add a new page to the owner's manual with the customer notification letter, for free.

What Owners Should Do: Chevrolet manufacturer GM did not immediately provide an owner-notification schedule. Owners can call the automaker at 800-222-1020, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov to check their vehicle identification number and learn more.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
4,https://www.cars.com/articles/recall-alert-2015-2017-nissan-altima-1420693311240/,Recall Alert: 2015-2017 Nissan Altima,
